book_a;book_b;count
0156787334;0060976845;2
0156787334;0060929790;2
0316735736;006109921X;2
0316735736;0060557257;2
0515101486;051513595X;2
0515101486;0553560247;2
0515101486;0553575090;2
0316735736;0312966970;2
0316735736;0312971346;2
0316735736;0312976275;2
0515101486;0515124060;2
0515101486;0515117420;2
0515101486;0515109509;2
0515101486;0451203070;2
0515101486;0446679364;2
0156711427;1573223328;2
0156711427;080411109X;2
0156711427;0804106304;2
0440139244;0440208459;2
0440139244;0439064872;2
0515135356;059035342X;2
0515135356;0671027387;2
0515135356;0671042262;2
0440145465;0140177396;2
0316693863;0871136791;2
0515135356;0590494465;2
0515135356;0590629794;2
0515135356;0786889608;2
0515135356;0786889667;2
0515135356;080410526X;2
0440145465;0399141146;2
0440145465;0385720955;2
0440145465;0380002930;2
0440145465;0375500510;2
0440145465;0312195516;2
0440139244;0449219461;2
0440225345;0425180964;2
0440139244;0449219364;2
0440225345;0440225701;2
0440225345;0440236673;2
0440139244;0449221482;2
0440139244;0553278029;2
0440139244;0553280368;2
0440132789;0515131229;2
0812504690;038549081X;2
0316769509;0802132952;2
0440132789;0515132020;2
0440132789;0515127833;2
0316769495;0679723110;2
0812504690;0385335830;2
0812504690;0385720106;2
0316769509;0671527215;2
0316769509;0671755064;2
0316769509;0679723161;2
0812504690;0380820293;2
0812504690;038550120X;2
0812504690;0385508042;2
0812504690;038072152X;2
0156027607;0345318854;2
0156027607;0345313151;2
0156027607;034530988X;2
0812504690;0425179672;2
0812504690;0425173895;2
0156711427;0099272687;2
0743466527;044023722X;2
0743466527;0440235162;2
0440225272;1558745157;2
0156838389;0345422384;2
0156838389;0345409671;2
0156838389;0345337662;2
0156838389;0345313860;2
0440225272;1558744150;2
0440145465;0451167716;2
015668568X;0440241073;2
0156711427;0743418174;2
0156838389;0385490445;2
0156838389;0380002450;2
0156838389;0316769487;2
0743466527;0375726403;2
0743466527;0060930535;2
0156838389;0440211727;2
0440225272;1558743669;2
0743466527;0446672211;2
0743466527;0609804138;2
015670160X;0156787334;2
015670160X;0156628708;2
015668568X;0590353403;2
015670160X;0064440508;2
015668568X;0399134409;2
015668568X;155874262X;2
015668568X;043935806X;2
015668568X;0439139597;2
015668568X;0439136350;2
0743466527;0312150601;2
0156904365;0060256672;2
015670160X;0679721819;2
015670160X;0553274325;2
015670160X;0425184943;2
015670160X;0394820371;2
015670160X;0452269571;2
015668568X;0375400117;2
015668568X;0345413881;2
0156658992;0316776963;2
015670160X;0374480095;2
0312099045;043936213X;2
0312050631;0609804138;2
0312099436;0316789089;2
0743483014;044023722X;2
0743483014;0440213525;2
0743483014;043935806X;2
0743483014;038079487X;2
0743483014;0375760911;2
0312099045;0553578960;2
0312099045;0446610542;2
0312099045;0440498058;2
0312099045;0671737619;2
0312099045;0440234727;2
0743483014;0064407667;2
0743483014;0060987529;2
0743483014;0060930535;2
0743483014;0345417623;2
031208188X;0385504209;2
031208188X;0385474016;2
031208188X;0142001740;2
031208188X;0312134517;2
0312099045;0312976275;2
031208188X;0345337662;2
0312022824;0553277472;2
0312022824;0517556278;2
0312022824;0679410325;2
0312022824;0451177096;2
0312022824;0449212602;2
031208188X;0553213148;2
0312022824;0385505833;2
0312022824;0316776963;2
0312050631;0671003755;2
0312050631;0061000175;2
0312050631;0060976845;2
0312050631;044651652X;2
0312050631;0385486804;2
0312022824;0380789035;2
0310218039;0842329129;2
0312050631;014029628X;2
0312050631;0345443284;2
0312050631;0142001740;2
0310218039;0684813467;2
0310218039;0842329293;2
0310218039;0842329277;2
0310218039;0743227441;2
0310218039;0786868716;2
0310218039;0553284789;2
0156904365;0425180964;2
0156904365;0375726403;2
0156904365;0316776963;2
0156904365;0142004235;2
0156904365;0425150143;2
0156904365;0345404475;2
0156904365;034538475X;2
0156904365;0345313860;2
0440225116;0440221471;2
0440225116;0425154092;2
0156907399;0060973897;2
0440225116;0440224764;2
0156907399;0060964049;2
0156907399;006000438X;2
0440225116;0446606189;2
0156907399;0060256672;2
0440225116;0446607657;2
0440225116;0385505833;2
0156907399;0064400557;2
0440225108;0679723110;2
0440225108;0743418174;2
0440225108;068484477X;2
0440225116;0446672211;2
0440225116;0380718332;2
0440225116;0515090174;2
0156904365;0446391301;2
0440225078;0061009059;2
020530902X;0345350499;2
020530902X;0345335082;2
0440225078;0312966970;2
0515103292;0971880107;2
0515136190;0515131660;2
0811821706;0515136379;2
0440225078;0312983271;2
020530902X;0140245162;2
0515136190;0515133868;2
0515136190;0515135216;2
0515136190;051513628X;2
0440225078;0345445856;2
020530902X;006092988X;2
020530902X;0380002930;2
0515103292;0553208845;2
0192833553;0440214041;2
0192833553;0425146812;2
0440225078;0380819651;2
0440225078;0380814390;2
0440225078;0380790076;2
020530902X;0684195984;2
020530902X;0515090174;2
020530902X;0875421849;2
020530902X;0836217691;2
0811821706;0446672211;2
020530902X;0515093203;2
0440225078;0451207475;2
0192833553;0451526341;2
0811821706;0451209907;2
0811821706;0451523377;2
0811821706;0452266564;2
0811821706;0452281903;2
0811821706;0452283442;2
0440156637;0684801221;2
0440156637;0743203631;2
0440225043;0449223612;2
0440225078;0446610542;2
0440156637;0786884592;2
0440225078;0060008032;2
0515103292;0679735771;2
0515103292;0679723161;2
0440158532;0375727345;2
0440225116;1558745718;2
0156029065;0064410129;2
0515100536;0373483899;2
0515100536;0373483880;2
0156029065;0140097112;2
0743463544;0060560754;2
0156029065;0064407691;2
0156029065;0064407683;2
0156029065;0064407675;2
0156029065;0142001805;2
0156029065;0064408647;2
0156029065;0375703861;2
0515100536;0380794470;2
0156029065;0064408655;2
0156029065;0064408639;2
0515100536;0061009059;2
0743463544;0385336810;2
0743463544;0385336772;2
0743463544;0373250134;2
0743463544;0399148027;2
0156027607;0425109720;2
0743463544;0312171838;2
0743463544;0316735027;2
0743463544;0316666343;2
0156027607;0449212602;2
0156027607;0441810764;2
0156027607;0441790348;2
0811824829;0786817070;2
0440147956;0316666343;2
0811824829;0971880107;2
0811824829;1400032717;2
0811824829;0749309423;2
0440147956;0375706771;2
0440147956;0440221595;2
0440147956;0440404193;2
0440147956;044023722X;2
0811824829;044651652X;2
0440147956;0062505319;2
0440147956;0062501860;2
0156997789;0060934417;2
0156997789;0060392452;2
0440150167;0140265686;2
0811824829;1888054557;2
0811824829;0740723367;2
0811824829;0425158616;2
0811824829;0446310786;2
0515100536;0425182878;2
0515100536;042518286X;2
0515100536;0425180964;2
015602943X;0345391802;2
0743463544;1573229385;2
0743463544;0743454529;2
0515100536;0440236673;2
0156106809;0553277537;2
0156106809;0671743058;2
0156029987;1400031362;2
0156106809;068484267X;2
0156106809;0446670111;2
0156106809;0375706771;2
0156106809;0345368754;2
0156106809;0446671002;2
0156106809;0316666343;2
0156106809;0316569321;2
0316693863;0894808249;2
051513595X;0743417682;2
051513595X;0767900383;2
051513595X;0743467523;2
051513595X;0821776037;2
0252006860;140003180X;2
0252006860;1400031354;2
0252006860;0812522397;2
0252006860;0804106304;2
0252006860;0786817070;2
0316693863;1558531025;2
0316693863;1558745157;2
051513595X;0786866462;2
0252006860;076791404X;2
0252006860;1400031362;2
0226500578;0609804138;2
0252006860;0380002930;2
0226500578;044651652X;2
0226500578;1558531025;2
0440159008;0449215296;2
0226500578;0385504209;2
0440159008;0446310786;2
0156997789;0553268880;2
0440150167;0670031046;2
0515136263;0425144429;2
0515136263;0312291639;2
0515136263;0373218192;2
0515136263;0446675776;2
0156997789;0385722435;2
0156997789;0385420161;2
0440158532;0425130215;2
0440158532;0385503822;2
0156997789;0553213148;2
0156997789;0452269571;2
0192815326;0060928336;2
0192815326;0061009059;2
0515103292;0140177396;2
0515103292;0060930535;2
0515103292;0316769487;2
0515103292;0316666343;2
0515103292;0316096199;2
0515103292;0345313860;2
0192815326;0743418174;2
0440150167;0449215296;2
0440156637;0451206878;2
0440156637;0451197747;2
0156997789;0804106304;2
0440156637;0515108030;2
0192833553;0140620109;2
0440150167;0345361792;2
0440150167;0380603764;2
0440150167;0385504209;2
0440159008;080410526X;2
0312890044;0375758992;2
0804107432;0060540753;2
0804107432;0060652934;2
0312890044;0375504613;2
0312890044;0452266564;2
0312890044;0380789035;2
0312979398;0425187063;2
0312979398;0425188787;2
0312979398;042518904X;2
0804107432;0070212570;2
0312979398;0380732661;2
051512768X;0679720200;2
0804107386;0449221490;2
0804107386;038072362X;2
0804106436;0439139597;2
0312979398;0312924801;2
051512768X;1551669390;2
0515128015;0515128554;2
0515128015;0515130966;2
0804107432;068484477X;2
0786885416;0312278586;2
0804106436;0671683993;2
0515128015;0515127833;2
0440219248;0345438329;2
0786883375;0440241073;2
0515128015;0515121843;2
0515128015;051512219X;2
0804107432;0684835819;2
0786883375;0440235146;2
0312979398;0345430573;2
0312979398;0425155404;2
0312979398;0425154092;2
0515121487;074343627X;2
0312979398;0425178765;2
0312979398;0425158616;2
0515121487;0515110396;2
051512768X;155166819X;2
0786885416;0446610399;2
031286504X;055357230X;2
0786885416;0446611808;2
0312867875;0385504209;2
0786885416;0446672211;2
0786885416;0446613843;2
031286504X;055329170X;2
031286504X;0553281747;2
031286504X;1853260150;2
0786885416;0446527785;2
0312867875;0345434692;2
0312867875;0425104338;2
0786885416;0425158594;2
0786885416;0385511612;2
031286504X;0684833395;2
031286504X;0679740678;2
0804106436;0399149155;2
051512768X;0871136791;2
0804106436;0345423402;2
0804106436;0380018179;2
051512768X;0671025333;2
0804106436;0345387554;2
0804106436;0385474016;2
051512768X;0971880107;2
0440219248;0375727345;2
0312423772;0345443128;2
0786883375;038079487X;2
0440219248;0440439884;2
0440219248;0440931800;2
0440219248;0440226449;2
0786883375;0385493800;2
0786883375;0385484518;2
0786883375;0345370775;2
0786884622;067976402X;2
0786884622;0767905938;2
0786884622;0316569321;2
0786884622;1573225789;2
0786884622;0375705856;2
0786884622;0375703764;2
0786884622;038533334X;2
0786884622;0060929871;2
0786884622;0060928336;2
0312979517;0671028367;2
0312979517;0671042262;2
0312979517;0671868713;2
0312979517;0786889608;2
0312979517;0515130044;2
0312423772;0553584049;2
0312423772;067976402X;2
0312423772;0671776134;2
0312423772;0060976845;2
0312423772;0060987561;2
0312423772;0345435028;2
0312423772;0156027321;2
0312423772;0142001740;2
0312423772;0142000361;2
0440212723;0375706771;2
0440212723;0316089699;2
0440212723;0060928336;2
0786883219;0821769367;2
0786883219;0811825558;2
0786883367;043935806X;2
0786883367;0425181103;2
0786883367;0385505833;2
0786883367;0385484518;2
0312979886;0060096195;2
0312979886;0064400581;2
0312979886;0312195516;2
0786883219;0842329250;2
0786883367;0553268880;2
0786883219;0887308589;2
0786883219;0842329218;2
0786883219;0971880107;2
0312979886;0553296981;2
0786883219;0894808249;2
0312979886;0451206673;2
0312979886;038533656X;2
0786883367;0515102636;2
0786883219;1853261580;2
0440212723;0380012863;2
0786883367;155874262X;2
0786883367;0786868716;2
0804107491;1853260002;2
0804107491;0380756293;2
0440220424;0684872153;2
0804107491;038531700X;2
0440220424;067972768X;2
0440220424;0679736042;2
0804107491;0385335830;2
0804107491;0345354621;2
0440220424;0380778556;2
0440220424;0767900383;2
0440220424;0786869216;2
0440220424;0385335490;2
0440219507;0440498058;2
0804107491;0007154615;2
0440219507;0440405483;2
0804107491;0380470845;2
0312979886;1551666189;2
0515121487;0440211263;2
0515121487;0061000043;2
0312867875;0451188462;2
0312867875;0451176464;2
0312867875;0451169514;2
0312867875;0515130389;2
0312867875;0743211375;2
0515121487;0440221471;2
0515122416;0451526341;2
0515122416;0515090395;2
0786890371;0385336772;2
0515122416;0452266564;2
0440215935;0380789019;2
0786890371;0385335881;2
0515122416;051513287X;2
0515122416;0515132020;2
0515122416;051508901X;2
0786890371;0671001795;2
0515122416;0515103969;2
0440217490;0671737791;2
0802135226;0679723161;2
0440215935;0399148450;2
0440215935;0439136369;2
0802135226;0679417796;2
0515122416;0515120618;2
0802135226;0671755064;2
0440215935;0380973650;2
0440215935;038531258X;2
0802135196;0380807866;2
0802135196;0385498802;2
0802135196;0385504209;2
0802135196;0440213525;2
0802135196;044021145X;2
0802135196;044022165X;2
0440215935;0446356832;2
0440215935;0385484518;2
0786890371;0451169530;2
0440215935;0385504209;2
0440215935;0385496095;2
0440217466;1551669153;2
0312959974;1551668122;2
0312960344;0345380371;2
0312960344;0312265867;2
0802137008;014100018X;2
0802137008;0312195516;2
0802137008;0312278586;2
0312960344;0316602051;2
0312960344;0312983867;2
0312960344;0312980140;2
0312960344;0312971346;2
0312960344;0312966091;2
0312960344;0345337662;2
0312960344;0345370775;2
0802135226;0553277472;2
0802137008;0446608815;2
0802137008;0064472272;2
0786890371;157322930X;2
0786890371;0767907817;2
0786890371;0767905180;2
0786890371;0743418174;2
0786890371;0743237188;2
0440217466;0684874350;2
0312954468;0345378490;2
0312954468;0345313860;2
0312954468;0345397819;2
0312954468;0312979983;2
0312954468;0312957572;2
0312954468;0671693816;2
0440217466;0786868716;2
0802130348;0385484518;2
0802130348;0345361792;2
0802130348;0380789019;2
0802130348;0312278586;2
0802130348;0345313860;2
0802130348;0786868716;2
0802130348;0679734775;2
0802130348;0805063889;2
0802130348;0842329218;2
044021680X;0380813815;2
0312962452;080410526X;2
0312962452;0446611212;2
0312962452;0446610038;2
0312962452;0743418174;2
0312962452;0060392827;2
0312962452;0061014591;2
0312962452;0141000198;2
0312962452;0385335482;2
0312962452;0316693200;2
0312863551;055325846X;2
0786884142;0515130389;2
0786884142;0451197879;2
0786884142;0451196716;2
0786884142;0451188462;2
0786884142;059035342X;2
0786884142;0671038184;2
0786884142;0684874350;2
0786884142;0684865742;2
0786884142;0684853523;2
0786884142;0684853507;2
0440212812;0312983867;2
0440212812;0312265867;2
0312863551;0345339738;2
0440212812;0440222699;2
0440212812;0440217989;2
0440212812;0440215439;2
0440212812;0440214920;2
0440212812;0451160525;2
0440212812;0451180232;2
0440212812;0061054909;2
0440212723;0671617028;2
0440212723;067976402X;2
0312966393;0399131493;2
0786890371;0140293248;2
0440215994;0380790076;2
0312966393;0440220459;2
0312966393;0684802988;2
0312966393;0671726714;2
0312966393;0671519816;2
0312966393;0553280341;2
0312966393;0451210557;2
0312966393;0446600660;2
0312966393;0451173139;2
0312966393;0451166892;2
0515127213;0743410181;2
0515127213;0671795538;2
0515127213;0671870963;2
0786888083;0060008032;2
0786888067;067976402X;2
0786888083;0316781266;2
0786888083;0345438825;2
0786888083;0345438329;2
0786888083;0345285859;2
0786888083;0060958022;2
0786888083;0066211611;2
0786888083;0064407667;2
0786888083;0060519134;2
0786888083;0060987529;2
0786888067;0671041789;2
0786888067;0441569595;2
0786888067;0451524934;2
0786887842;0671028375;2
0786887842;0767900383;2
0312978340;0394800168;2
0786887842;067091021X;2
0312978340;0394800133;2
0312978340;034541389X;2
0312978340;0345453816;2
0312978340;0373483503;2
0786888067;0380789019;2
0786887842;0671880314;2
0786887842;0684874350;2
0786887842;068484477X;2
0786887842;0743262174;2
0786887842;0670891576;2
0312978340;0440998050;2
0312978340;0811821706;2
0312978340;081257639X;2
0312978340;0671693816;2
0312978340;0671027387;2
0312978367;0142002267;2
051512768X;0553583441;2
0515127485;0684867621;2
0515127485;0688156134;2
0786886463;0971880107;2
0786886463;1551662604;2
0312901437;055321313X;2
0312901437;0812507428;2
0312901437;0812511751;2
0786886994;0060959037;2
0515127485;0553562614;2
0515127485;0515120456;2
0312978367;044661095X;2
0312978367;0451204891;2
0312978367;0446609145;2
0312978367;074343627X;2
0312901437;0590425919;2
0515127485;051513306X;2
0312901437;0671042858;2
0786886307;0446672211;2
0312978367;031298328X;2
0515127485;0425116840;2
0786886994;0767900383;2
0515127485;0441003257;2
0786886994;0767905385;2
0515127485;0446600660;2
0786886994;044021145X;2
0515127485;0451166892;2
0440213320;0060930535;2
0786888067;0345361792;2
0786888067;0345313860;2
0786888067;0312966806;2
0440213320;0156711427;2
0786886307;0375703055;2
0786886307;0316096199;2
0786886307;0312278586;2
0786886307;0312195516;2
0786886307;0385335482;2
0786886307;0060976845;2
0786886307;044023722X;2
0752844059;0374129983;2
0440178002;0553250426;2
0440178002;0553280368;2
0440178002;0553268937;2
0440178002;0553250531;2
0440178002;0446365386;2
0752844059;0345370775;2
0752844059;034540288X;2
0440178002;0440235162;2
0440178002;0446310786;2
0752844059;0345391055;2
0752844059;042518286X;2
0752844059;0425163407;2
0752844059;0345465083;2
0752844059;0373218443;2
0752844059;0425169863;2
0752844059;0380726254;2
0751503894;0380789035;2
0751501999;0446673544;2
0749918241;0441569595;2
0749918241;0439010799;2
0749918241;0451527747;2
0751501999;0345424719;2
0751503894;0345357116;2
0752853694;0375725849;2
0752853694;0330262130;2
0752853694;0451523377;2
0752853694;0312274920;2
0752853694;0894808249;2
0752837613;0786867647;2
0751510114;0380789035;2
0751510114;0156027321;2
0751510114;0380002930;2
0751510114;0375703861;2
0751510114;0446310786;2
0751501999;0140279288;2
0751501999;0141007338;2
0751501999;0330335278;2
0751501999;0330267388;2
0312977026;044661193X;2
0312977026;0441790348;2
0786889047;0142001740;2
0440218667;0345396936;2
0786889055;0425152898;2
0786889055;0425143325;2
0786889055;0425132048;2
0786889055;0425121631;2
0312977026;0439064872;2
0786889055;0399149155;2
0312977026;0440180295;2
0312977026;0446608815;2
0312977026;0439136369;2
0312977026;0446604801;2
0786889047;0380731851;2
0786889047;0345443284;2
0786889047;0316602906;2
0786889047;0679459618;2
0786889055;0312265867;2
0786889055;0312979096;2
0786889055;0345327454;2
0440218667;0440220602;2
0440214009;0316601950;2
0440214009;0440225272;2
0440214009;0684814994;2
0440214009;0385334702;2
0515127000;051512608X;2
0515127000;0515126772;2
0515127000;0515128554;2
0515127000;0553290789;2
0515127000;0373218397;2
0515127132;0446600415;2
0786889004;0312201656;2
0312977409;0671036505;2
0786889004;0061093092;2
0312977360;0743206045;2
0312977409;0515111317;2
0786889004;0345361792;2
0786889004;0312979096;2
0515127132;0060002492;2
0515127132;0345409973;2
0312977409;0380774933;2
0312977360;0312278586;2
0786889004;0440217563;2
0786889004;0425189031;2
0440220459;0440498058;2
0440220459;0440225450;2
0786881887;0425173755;2
0440220459;0440220440;2
0440220459;0440222702;2
0440212189;0679745203;2
0440220459;0425109720;2
0440220459;0425170349;2
0440212189;080410526X;2
0440220459;043935806X;2
0440220459;0743424425;2
0440220459;0684802988;2
0440220459;0385335555;2
0786881887;0345391829;2
0786881887;0345391810;2
0786881887;0452282152;2
0786881887;0345418778;2
0786881887;0345391837;2
0786881887;0345342968;2
0440219760;0064472272;2
0312979886;155166951X;2
0786881887;080411109X;2
0440220440;0060928336;2
0440220440;0786868716;2
0440220440;0385335482;2
0440220440;0345453425;2
0440220440;0449002985;2
0440220440;0440220459;2
0440220440;0440222702;2
0440220440;0440225450;2
078688939X;0060987529;2
078688939X;0064407667;2
0786889322;059035342X;2
0786889284;0449219461;2
0786889284;0553280368;2
0786889284;055357230X;2
0786889187;0553279912;2
0786889187;0553280341;2
0786889187;0553280368;2
0786889187;0553579606;2
0786889284;0425182908;2
0786889284;0425182673;2
0786889284;0425176932;2
0786889187;0553279556;2
0786889187;0679751521;2
0786889187;0449223604;2
0786889055;0425189864;2
0786889055;0425182878;2
0786889187;0446607657;2
0786889187;0425188787;2
078688908X;0425182908;2
078688908X;0061030597;2
078688908X;0446609404;2
078688908X;0440241073;2
078688908X;0446609145;2
0440218667;0345353145;2
078688908X;0345417623;2
078688908X;0345404785;2
0312901437;0061093653;2
0786886463;0373218540;2
0786886463;0373218419;2
0786886463;0373244487;2
0312978375;0451210743;2
0786886463;0373243790;2
0786886307;0671617028;2
0786886307;0786868716;2
0312901437;0064400018;2
0786886463;014028009X;2
0312978375;0060506989;2
0312978375;0312985207;2
0786887583;0671524313;2
0312978375;0440241073;2
0786886994;1573225789;2
0786886994;1551665301;2
0786887583;0446530077;2
0786887583;0316776963;2
0786887583;0316096199;2
0312901437;0385504209;2
0312901437;0345378490;2
0786889284;0380718340;2
0786886323;015602943X;2
0786886323;0316666343;2
0786886323;0312282990;2
078688939X;067169071X;2
0312925581;051511264X;2
0312925581;0312979096;2
078688939X;0671726714;2
078688939X;0609804138;2
0312925581;0440940001;2
078688939X;0671003755;2
0312925581;0671880187;2
078688939X;0679735771;2
0312925581;0316666343;2
0786889004;0671793489;2
0786889004;0805036504;2
0312977360;0553582747;2
0312977360;0517706814;2
0312977360;0385729332;2
0786889004;1551668866;2
0786889004;0671047485;2
0312925581;0345445848;2
0786889551;0425182878;2
0786889551;0380804697;2
0786889551;0425124347;2
0312925883;0440214041;2
0312925883;0399135782;2
0312925883;0440404193;2
0312925883;0440226430;2
0312925883;0425153975;2
0312925883;0425147622;2
0312925883;034540288X;2
0312925581;1592400876;2
0312925581;155874262X;2
0312925581;0804106304;2
0786889187;0061099325;2
078688908X;0786889608;2
0786889551;0345417623;2
0786889551;0345402308;2
0786889551;0061031429;2
0786889551;055329170X;2
0786889551;0553280368;2
0786889551;0515122491;2
0786889551;0451204891;2
0312925581;0060987103;2
0515126497;0515128546;2
0515126497;0440236673;2
0553241729;0425124347;2
0515136549;0553586181;2
0140296409;0425163407;2
0156011042;044651652X;2
0156011042;0440241537;2
0812507452;0385335881;2
0156011042;0440224764;2
0156011042;0440221471;2
0156011042;0440217563;2
0515136549;059035342X;2
0515136549;0553583905;2
0515136549;0515136379;2
0743457870;1551667363;2
0440128994;0440129613;2
0440128994;042518904X;2
0440128994;0425182886;2
0440128994;0425182878;2
0743457870;1551667223;2
0515136549;0553584049;2
0156011042;0385420161;2
0743457870;1558744150;2
0440128994;0446613266;2
0156011042;0316781010;2
0440128994;044661193X;2
0440128994;0446603589;2
0743457870;1551669021;2
0515136549;0743422732;2
0140296409;0440180295;2
0156011042;0446679593;2
0156011042;0385722206;2
0836204158;0836220498;2
0140296409;0440208459;2
0836204158;1558745718;2
0440128994;0425174018;2
0743457870;0804115761;2
0440128994;0345391055;2
0743457870;0821769367;2
0553241729;0345351525;2
0553241729;0345313860;2
0440129389;031242227X;2
0553242954;0345348036;2
0553242954;0312980140;2
0440129389;006101351X;2
0440129389;034542705X;2
0156012197;1400034779;2
0440129389;0345370775;2
0440129389;0345361792;2
0156012197;0767908171;2
0156012197;0679426159;2
0440129389;0140270590;2
0553241729;0385335482;2
0440237688;0064408663;2
0553242954;0345361792;2
0440237688;0064408655;2
0440129389;0312195516;2
0440129389;0140185216;2
0440237688;006099486X;2
0812507452;0061056871;2
0812505182;0812550293;2
0743457951;0066214122;2
0440241049;0440241111;2
0553248642;0140067477;2
0743457951;0312284683;2
0553242954;0439064864;2
0553248642;006251279X;2
0812505182;0812550285;2
0812507452;0374525641;2
0812505182;0812550307;2
0812505182;0812517725;2
0812505182;0812548051;2
0440241049;0515128554;2
0140296298;0316096199;2
0812507371;0553250426;2
0140296298;0316284955;2
0140296298;0140094385;2
0553248642;0061000035;2
0140296298;0060987529;2
0140296298;0312291639;2
0440241049;0380725703;2
0440241049;0440224675;2
0812505182;0812513711;2
0440241049;0380753006;2
0440241049;0399149848;2
0140296298;0140244824;2
0812507452;034540288X;2
0553241729;0553287303;2
0553241729;0553258648;2
0812507452;0380725231;2
0553241729;0451202538;2
0553241729;0449213730;2
0743205049;014029628X;2
0743205049;0375706429;2
042518000X;0425184943;2
042518000X;0439064864;2
0743204700;0515136379;2
0553248642;0446610038;2
0743205049;080411918X;2
0743205049;1400034779;2
042518000X;0671003755;2
042518000X;0671001795;2
042518000X;0609804138;2
0345368959;0812534832;2
0743205049;044661078X;2
042518000X;067101420X;2
042518000X;0671004530;2
0345368959;0684867621;2
042518000X;0671014196;2
0553248642;0446672211;2
042518000X;0618015841;2
0743205049;0373250118;2
0743205049;0373250193;2
0743205049;0316777730;2
0345368959;0812510992;2
0553248642;0449205878;2
0743205049;0316781266;2
0743204697;0446527793;2
0553248642;0812550706;2
0743204697;0515131679;2
0553248642;0971880107;2
0743204697;0671004530;2
0743204697;067101420X;2
0743204697;0671014218;2
0743204697;0446610542;2
0743204697;0743456173;2
0743204697;0440241111;2
074320395X;0385475721;2
0743204700;1551668769;2
0743204700;1551669021;2
0743204700;1551669293;2
0743204700;1551669552;2
074320395X;0345350685;2
074320395X;0140077022;2
074320395X;0449005615;2
074320395X;0060188731;2
074320395X;0375724834;2
0743204700;0743464451;2
0743204700;0743457951;2
0743204700;0821769340;2
0743204700;1551667193;2
0345369068;0142001740;2
0345369068;0312195516;2
0345369068;0312956126;2
0812507452;0345378490;2
0553241729;067102423X;2
0440237688;0345319672;2
0440237688;0316666343;2
0345369068;0380820145;2
0345369068;038079487X;2
0345369068;0380718332;2
0345369068;0553282085;2
0345369068;0671004530;2
0345369068;0553575538;2
0553242954;0060987103;2
0743204697;1551669390;2
0743204697;1551669552;2
0440226406;0385504209;2
0440115450;0061099341;2
0440115450;0061099708;2
0525934960;0525244581;2
0440226406;0440226430;2
0525934960;1558744150;2
0812515560;0670892963;2
0525940413;0060936363;2
0525940413;0060987529;2
0525940413;0140293248;2
0525940413;0156027321;2
0440226406;044022165X;2
0743444329;0684813467;2
0525934960;0440343194;2
0525934960;0440498058;2
0525934960;0440998050;2
0525934960;0446343455;2
0440226198;0312976275;2
0525244581;0525934960;2
0440115450;0399141200;2
0525244581;068484267X;2
0812515560;0446611212;2
0553213695;0156007754;2
0525244581;0836220870;2
0743444515;0451202473;2
0812515560;0446608955;2
0553213695;0140042520;2
0525934251;0385319207;2
0440115450;0380718332;2
0525934251;0312283709;2
0440226198;0345337662;2
0553213695;0156439611;2
0440226198;0345313860;2
0440226406;0440216818;2
0525940413;0312422156;2
0553213504;0553562614;2
0525934960;0345438329;2
0525934960;0375703055;2
0525934960;0375727345;2
0440226198;0767915054;2
0743444329;0743437810;2
0452282128;0060513640;2
0743444329;0312274920;2
0440226198;0684848783;2
0440226198;0804108749;2
0440226198;068484267X;2
0743444329;0316602906;2
0812515609;0380750872;2
0452282128;0060502258;2
0452282128;0060928336;2
0525941673;0440226104;2
0525941673;0446604666;2
0743444329;0312195516;2
0440114330;0971880107;2
0743444329;0316666343;2
0440226414;0380812975;2
0440226198;0618129022;2
0440226406;0316601950;2
0440226198;0671510053;2
0743444329;080411109X;2
0440114764;0380600129;2
0440114764;0375727345;2
0440114764;0375706771;2
0743444329;0446531332;2
0440114764;0451190556;2
0440114764;0425168298;2
0553213423;059035342X;2
0440114764;0380804387;2
0440114764;0380778556;2
0525940413;0609804138;2
0440226406;0553572997;2
0440114764;0671741187;2
0553213423;0842329242;2
0440226414;0060507365;2
0553213423;0553296981;2
0743444329;0446600474;2
0553213423;0553280414;2
0525934251;0425167313;2
0553213695;0060929871;2
0525934251;0446530077;2
0525934251;0452281202;2
0156005778;0805063897;2
0553213695;0060932139;2
0812515560;0449227421;2
0525934251;0385484518;2
0812515560;0449213765;2
0553213695;0020198817;2
0525940413;0316666343;2
0553213695;006050918X;2
0553213423;0671003755;2
0812515560;0812521501;2
0440226414;0060938455;2
0812515560;0812521331;2
0440226414;0061009059;2
0553213423;0446672351;2
0553213423;0449005615;2
0553213423;0446606812;2
0812515595;0440998050;2
0440226414;0373218192;2
0440226414;0373218397;2
0553213423;0440414806;2
0553213423;0446363251;2
0140304770;0449221512;2
0812515595;0812521331;2
0812515595;0812540336;2
0812515595;0684853523;2
0812515595;0812515609;2
0812515595;0812511816;2
0452282128;0060086386;2
0140304770;0449221482;2
0812515609;0446606383;2
0452282128;0060938455;2
0440114330;0671042572;2
0452282128;0060976845;2
0812515609;0446364622;2
0140304770;0060938455;2
0140304770;0802135196;2
0812515609;0812507436;2
0316789844;0312150601;2
0316789844;0316089699;2
0316789844;0316096199;2
0452282128;0312265859;2
0812515609;0812515595;2
0812515609;0812521331;2
0452282128;0312306326;2
0525940413;0345445848;2
0440241049;0671737627;2
0812505182;0553250426;2
0812507428;0812515560;2
